number	title	pageid	namespace	length	touched
591	Jens_Reich	16343		9947	20230803193016
592	Oracle	16348		35300	20230414092717
593	Datenbankmanagementsystem	16349		97	20120430073102
594	Personal_Digital_Assistant	16420		16336	20230103101505
595	HP_Inc.	16422		27866	20230809200828
596	Logikus	16467		1987	20220224132713
597	Grafiktablett	16472		16266	20220307094019
598	QNX	16484		7738	20230215225643
599	Graphics_Environment_Manager	16497		8021	20230822135540
600	OS-9	16499		5582	20230316123751
601	Echtzeit-Strategiespiel	16560		42001	20230822203639
602	Rundenbasiertes_Strategiespiel	16562		9077	20230803194819
603	Radio	16580		29134	20230805175423
604	Umgebungsvariable	16595		21777	20230625095017
605	Versteckte_Datei	16606		19193	20230502114521
606	GTK_(Programmbibliothek)	16654		27094	20230508024241
607	Wiktionary	16661		31940	20230605190314
608	Befehlszeilenergänzung	16691		3558	20230115204132
609	Make	16695		15742	20230326135946
610	Wacław_Sierpiński	16708		12109	20230715073704
611	Alt_(Taste)	16719		9380	20220322143212
612	Stapelspeicher	16730		27253	20221216100735
613	Warteschlange_(Datenstruktur)	16739		12804	20221022144335
614	Forth_(Programmiersprache)	16774		20287	20230130222634
615	Digitalkamera	16817		102202	20230422154448
616	CompactFlash	16824		20043	20230404062448
617	Weißabgleich	16828		8405	20220409145118
618	BNC-Steckverbinder	16901		4064	20230704185836
619	Tim_Berners-Lee	16907		18851	20230728151910
620	Andy_Müller-Maguhn	16911		4048	20201230211819
621	Internet_Corporation_for_Assigned_Names_and_Numbers	16914		29799	20230830082558
622	Sony	16940		42149	20230910114930
623	Macintosh-Modelle	17001		64380	20230123154758
624	Secure_Shell	17021		23103	20230730093842
625	Webseite	17053		13046	20230510102403
626	Intranet	17054		8636	20220727182628
627	Extranet	17058		1864	20221021092924
628	Webdesign	17061		16870	20230802051043
629	Barrierefreies_Internet	17062		53781	20230622100536
630	Spielleiter_(Spiel)	17083		16370	20221011062353
631	Computerzeitschrift	17107		11056	20230802131508
632	Diskettenlaufwerk	17143		10816	20230529185727
633	Supercomputer	17159		60668	20230907222929
634	Bildverarbeitung	17160		18194	20230825153459
635	Multi_User_Dungeon	17161		22744	20230908112001
636	Syntaxhervorhebung	17166		2335	20230104063730
637	Visual_Basic_.NET	17215		27451	20230615061128
638	Website	17242		12389	20230824080953
639	LinuxUser	17247		3776	20230411141724
640	Zoll-Auktion	17282		3490	20210326161154
641	Datensatz	17292		9127	20230326142856
642	Steuerungstaste	17303		11721	20230501094959
643	Home_Theater_Personal_Computer	17307		11529	20230822190741
644	Minimax-Algorithmus	17311		13427	20230626112715
645	Leertaste	17331		2080	20221129134921
646	Snake_(Computerspiel)	17332		6251	20230824144011
647	Gerd_Binnig	17348		5692	20220412112233
648	Heinrich_Rohrer	17352		5315	20221111165624
649	Paketfilter	17435		6285	20230908161058
650	Samba_(Software)	17501		12152	20230626131402
651	Server_Message_Block	17503		12559	20230808062340
652	Datenträger	17540		12417	20230627093320
653	Demilitarisierte_Zone_(Informatik)	17600		5408	20221102114652
654	Big_Beat	17605		7044	20210115144953
655	PHP-Nuke	17619		7491	20220908123658
656	Xenix	17621		9813	20230331215556
657	Atari_Lynx	17641		10036	20230414185929
658	PlayStation	17652		33121	20230909115942
659	Subnetz	17667		8971	20230811161934
660	Private_IP-Adresse	17679		8240	20230910172842
661	Amiga	17724		82795	20230809135916
662	Lynx_(Browser)	17726		3801	20230420045526
663	W3m	17728		2086	20220818031618
664	Earth_Simulator	17731		3443	20220720133845
665	Links_(Browser)	17732		5401	20221212100732
666	User_Datagram_Protocol	17738		15009	20230727182245
667	Miranda_IM	17751		7733	20230714202602
668	NetWare	17761		6493	20201212231310
669	Mutt	17794		3256	20230211182234
670	E-Mail-Programm	17798		7223	20230425053238
671	Computergrafik	17820		33755	20230219190111
672	Game_Boy_Advance	17838		14332	20230824205953
673	Binärschnittstelle	17841		6753	20211202084738
674	Guglielmo_Marconi	17851		25453	20230313221757
675	Chmod	17870		8047	20230221104752
676	Partition_(Datenträger)	17874		43732	20230719092930
677	DENIC	17875		21636	20230815061227
678	Star_Trek:_Der_Aufstand	17915		17415	20230726140557
679	Microsoft_Foundation_Classes	17945		5519	20220711104251
680	Empire_State_Building	17964		51316	20230822154427
681	PPP_over_Ethernet	17996		8871	20230725231913
682	DSL_(Telekom)	17998		12521	20221012190509
683	Texteditor	18010		12199	20211024174621
684	Bildauflösung	18022		17533	20230806121851
685	Fachinformatiker	18027		29668	20230220004256
686	Reverse_Engineering	18028		26282	20230813153226
687	Debugger	18059		12077	20230818151242
688	Laufzeitumgebung	18062		4875	20220923131942
689	Programmfehler	18065		39276	20230530105517
690	Elektronische_Datenverarbeitung	18066		3280	20230611113255
691	Sinclair_ZX81	18070		82805	20230612213539
692	Star_Trek:_Der_erste_Kontakt	18074		110652	20230910201507
693	Kreditkarte	18081		67131	20230902201059
694	SIM-Karte	18118		44816	20230722172513
695	Fernsehsignal	18159		28901	20220823141319
696	Softwareentwickler	18162		7275	20230621150546
697	Star_Trek:_Treffen_der_Generationen	18185		16691	20230607205019
698	Schnittstelle	18201		17031	20230720104333
699	Sid_Meier’s_Alpha_Centauri	18211		11976	20230824105544
700	Association_for_Computing_Machinery	18228		8598	20230523140550
701	SIGGRAPH	18231		1041	20200811085541
702	Star_Trek:_Nemesis	18246		15826	20230227095551
703	Pixel	18271		12494	20230831065400
704	HTTP-Cookie	18277		39694	20230903081412
705	Webbrowser	18278		26610	20230815070944
706	Star_Wars:_Episode_I_–_Die_dunkle_Bedrohung	18303		37595	20230614185445
707	Star_Wars:_Episode_II_–_Angriff_der_Klonkrieger	18306		33766	20230531100825
708	Krieg_der_Sterne	18313		150278	20230908144723
709	Floating_Point_Operations_Per_Second	18340		12800	20230911085420
710	Heimcomputer	18371		35670	20230808230717
711	Denial_of_Service	18378		29463	20230902182816
712	Exploit	18381		18739	20230116073808
713	Gentoo_Linux	18409		18811	20230910142314
714	Digital_Millennium_Copyright_Act	18447		9351	20230802131614
715	Berliner_Fernsehturm	18458		143221	20230810161818
716	Fahreignungsregister	18516		12725	20230413090247
717	AmigaOS	18566		15560	20230831094957
718	Screenshot	18598		13177	20230611182903
719	Bildbearbeitung	18607		21551	20230610123136
720	Echtzeit	18608		10663	20230418160358
721	Graphics_Interchange_Format	18612		30507	20230805044814
722	Aliasing	18636		927	20181202211915
723	Binärbild	18640		3740	20210210230244
724	Sprachsynthese	18642		25434	20230820141333
725	Grafiksoftware	18644		19961	20230515082427
726	Backus-Naur-Form	18684		16445	20230527102242
727	Tron_(Film)	18755		16875	20230306153855
728	Enterprise-Resource-Planning	18776		29044	20230625192833
729	Baan	18782		7504	20220910212409
730	Zuse_Z3	18815		16854	20230901112238
731	Joseph_Weizenbaum	18817		19034	20230822065340
732	Comité_Consultatif_International_Télégraphique_et_Téléphonique	18827		5939	20210203180526
733	Wildcard_(Informatik)	18828		3908	20221127132641
734	Ivan_Sutherland	18832		4100	20230820132959
735	Bézierkurve	18834		39617	20230423191948
736	Hoax	18844		7472	20230626095819
737	Emacs_Lisp	18865		3283	20210410114328
738	Binärdatei	18886		7574	20230129085849
739	Heuristik	18902		32697	20230513152113
740	Zilog_Z80	18907		14691	20230804213245
741	Netzwerksicherheit	18982		23194	20230824214803
742	Authentifizierung	18985		16602	20230422030208
743	Magnetstreifen	19022		5383	20220920072923
744	Alfred_Braun	19059		15964	20230727195517
745	Sinclair_ZX_Spectrum	19068		26605	20220713131308
746	GNU_Privacy_Guard	19086		24046	20230812084227
747	Kellerautomat	19098		16681	20220115105351
748	Db2	19106		66975	20230910095924
749	Objektorientierung	19107		6253	20230625165415
750	Proxy_(Rechnernetz)	19114		33238	20230725115800
751	Pretty_Good_Privacy	19158		17330	20230719182900
752	Homepage	19164		3427	20230731043815
753	Sun_Ra	19213		14460	20230528184529
754	E-Text	19225		2458	20220515094809
755	Ruby_(Programmiersprache)	19314		52381	20230504050219
756	Z39.50	19327		16755	20230711103609
757	Endrekursion	19386		9593	20230428062022
758	Project_Gutenberg	19393		11678	20230817080340
759	Scheme	19395		32090	20230831142846
760	Joliet_(Dateisystem)	19445		1731	20201127060305
761	Projekt_Gutenberg-DE	19477		9518	20230525080937
762	Luigi_Nono	19478		18895	20220917221516
763	Verteiltes_System	19486		13333	20230507191908
764	Abstrakte_Klasse	19521		8507	20230128211532
765	Thule-Netz	19588		6627	20230805141444
766	Multicast	19590		10818	20230728110851
767	Broadcast	19592		5255	20230516203515
768	Cyberpunk	19596		32356	20230815180221
769	MAC-Adresse	19606		28051	20230902082100
770	Unicast	19610		2197	20220729171137
771	Ward_Cunningham	19613		3624	20230511080359
772	Radom_(Antennenkuppel)	19651		11982	20230603183803
773	PhpMyAdmin	19683		6736	20200629224120
774	GMR_(Signaturverfahren)	19712		1799	20130330082057
775	Enterprise_Application_Integration	19734		7580	20230115151708
776	Wireless_Local_Area_Network	19806		105054	20230825063756
777	Promiskuitiver_Modus	19828		2869	20190911121810
778	Java-Applet	19935		8153	20230222171214
779	Element_(Auszeichnungssprache)	19939		8273	20230619155657
780	Aolpress	19942		2325	20220224005945
781	Zeilenumbruch	19949		15539	20230615101525
782	Geoinformationssystem	19984		46283	20230523111650
783	Objektorientierte_Programmierung	19990		36542	20221024201031
784	Eingabetaste	20003		5639	20220216092355
785	Torpedo	20006		40511	20230813020501
786	Advanced_Configuration_and_Power_Interface	20033		17839	20230115171616
787	Robotik	20086		46496	20230727085906
788	Escape-Taste	20127		3198	20230805204653
789	Bjarne_Stroustrup	20132		6809	20220907222330
790	Freenode	20244		7441	20230505042929
791	Pufferüberlauf	20282		19695	20230827171653
792	Internetwork_Packet_Exchange	20285		10417	20190302073510
793	Wide_Area_Network	20297		2049	20230707090407
794	Computer_Integrated_Manufacturing	20311		8745	20230416165551
795	Computer-aided_planning	20312		718	20170505132235
796	Computer-aided_quality	20315		3654	20191028073729
797	Computer-aided_manufacturing	20316		7587	20230313150941
798	Formale_Grammatik	20470		15459	20220930062508
799	Leeres_Wort	20471		4017	20160506195034
800	Matthias_Ettrich	20508		3520	20200411190323
801	STS-99	20674		7754	20230103141851
802	Carsharing	20688		66904	20230906090158
803	PostgreSQL	20722		21648	20230909234242
804	Gambas_(Programmiersprache)	20843		7031	20230123143458
805	Passwort	20982		29730	20230802062627
806	Desktop-Publishing	21051		14921	20230510011337
807	Proprietär	21135		5790	20230403173746
808	Wired_Equivalent_Privacy	21204		15510	20230423145249
809	Notruf	21268		114157	20230822203237
810	Netzwerkkarte	21374		13897	20230911075647
811	Mehrspieler	21409		15075	20230807104755
812	Gordon_Moore	21430		7112	20230625092429
813	Dynamisches_DNS	21444		9484	20230902132720
814	Portable_Document_Format	21585		53332	20230831074656
815	Adobe_Acrobat_Reader_DC	21590		15511	20230717133551
816	Dateibetrachter	21591		3426	20200814172601
817	Flüsse_und_Schnitte_in_Netzwerken	21615		28175	20230215154613
818	Teergrube_(Informationstechnik)	21628		9826	20230109182258
819	Generische_Programmierung	21631		12119	20230128211754
820	Königsberger_Brückenproblem	21655		3944	20230223195252
821	Schnitt_(Graphentheorie)	21665		7174	20210220155620
822	Ping_(Datenübertragung)	21678		9283	20230724090154
823	Multipurpose_Internet_Mail_Extensions	21723		17071	20230726214339
824	Ogg	21725		14224	20230703074530
825	Kommandozeile	21734		17006	20230407003208
826	Alt_Gr	21748		8202	20230705133209
827	Computertastatur	21765		58	20180702110117
828	Array_(Datentyp)	21833		28453	20230811042531
829	Fibonacci-Heap	21839		17026	20221204174336
830	Algorithmus_von_Kruskal	21841		28865	20230718202421
831	Approximationsalgorithmus	21881		3895	20211115191411
832	Bipartiter_Graph	21921		19135	20230506162740
833	Semantic_Web	21933		33000	20230820131809
834	Namensraum_(XML)	21947		14691	20200323150741
835	Namensraum	21948		9925	20230212152047
836	Computer_Bild	21987		17182	20230707064144
837	Computer-Rollenspiel	22038		35817	20230819104650
838	Apple_Desktop_Bus	22217		4330	20201128192935
839	Bildsensor	22223		9612	20220607103157
840	Algorithmus_von_Prim	22265		22986	20220625090838
841	Topic_Maps	22293		6196	20210802090924
842	Planarer_Graph	22307		11896	20230121171813
843	Dreiecksgraph	22322		1183	20210128153310
844	XnView	22324		4379	20230817190717
845	X_Multimedia_System	22329		3396	20170805135730
846	Perfekter_Graph	22451		9301	20220202164356
847	Chordaler_Graph	22452		2303	20220509072831
848	FlightGear	22511		6730	20230823094115
849	Simutrans	22529		11425	20230806105807
850	Polynomialzeit	22532		5516	20230402191300
851	Tux_Racer	22539		4161	20230823093607
852	Freeciv	22641		6264	20230908002628
853	Vega_Strike	22642		8984	20230908004110
854	Linux_Loader	22665		3032	20211031200023
855	Satellitenfunk	22698		6364	20230829002722
856	Fenstermanager	22752		6453	20220527215949
857	Tenés_Empanadas_Graciela	22776		1562	20221219195222
858	Bookcrossing	22787		12592	20230722130540
859	Relationale_Datenbank	22789		18684	20230127183928
860	Digital_Radio_Mondiale	22929		48399	20230728075255
861	RS-232	23090		25909	20230511143108
862	National_Security_Agency	23114		89690	20230725135222
863	Very_High_Speed_Integrated_Circuit_Hardware_Description_Language	23167		26919	20230708081438
864	Diskrete_Fourier-Transformation	23172		36630	20230720034639
865	Apache_HTTP_Server	23201		29207	20230724103958
866	Lesezeichen_(World_Wide_Web)	23235		3107	20230414070206
867	Liste_von_Dateinamenserweiterungen	23239		876	20220116225018
868	Voxel	23400		7827	20230803194138
869	Dualsystem	23407		39465	20230907140651
870	Columbia_Pictures	23491		11001	20230811074629
871	Systemadministrator	23576		14041	20230103183742
872	Haeckse	23644		6731	20230820192653
873	Modellbau	23645		13291	20230509184427
874	Digitale_Rechteverwaltung	23755		50357	20220711194332
875	Lara_Croft	23766		19690	20230809211206
876	Ego-Shooter	23777		37545	20230810072918
877	Joystick	23798		12644	20230625172437
878	Sicherheitslücke	23806		9327	20230109141546
879	Speicherkapazität	23814		1892	20221026084617
880	Arpanet	23815		11463	20230907030244
881	Cracker_(Computersicherheit)	23866		11875	20230405080723
882	Social_Engineering_(Sicherheit)	23898		15952	20230430092524
883	Login_(Informationstechnik)	23899		6987	20230830103255
884	Emoticon	23916		24878	20230427212410
885	Systemabfrage-Taste	24052		2512	20201124111132
886	Radio_Data_System	24137		24644	20230829162703
887	Controller_Area_Network	24180		39162	20230613150939
888	Internetwahl	24314		27683	20230826110421
889	Anonymität	24319		7419	20230527123252
890	Terrestrische_Übertragung	24365		3334	20220418141211
891	Maus_(Computer)	24416		77531	20230813045539
892	Head-Mounted_Display	24466		15116	20230526134356
893	Suchmaschinen-Spamming	24542		12337	20230802131737
894	POV-Ray	24545		10669	20230823122513
895	Adapter	24582		2714	20230630110148
896	Filesharing	24597		77967	20230519142813
897	Wumpscut	24807		12160	20230416113225
898	Border_Gateway_Protocol	25100		34748	20230908143120
899	Risiko_(Spiel)	25169		26074	20230910151403
900	Palindrom	25225		25339	20230221150431
901	Adam_Osborne	25262		6230	20230807161600
902	Barrierefreies_Webdesign	25380		91	20120122160817
903	Asymmetric_Digital_Subscriber_Line	25484		20978	20230908135940
904	Prioritätsscheduling	25500		3090	20221125074009
905	Blogger	25506		6937	20230204094652
906	Homebanking_Computer_Interface	25520		21970	20230725121958
907	Direktbank	25523		13889	20230110075753
908	Morphix	25643		4030	20220812090913
909	Unterbrechungsanforderung	25673		98	20230603054759
910	Network_Time_Protocol	25699		24255	20230725122141
911	Funktionale_Programmierung	25732		29119	20230827191815
912	Internationale_Standardnummer_für_fortlaufende_Sammelwerke	25788		8299	20230727074943
913	Automatisierte_Liegenschaftskarte	25930		4803	20230518071419
914	PostScript	25975		13452	20230903113701
915	Plug-in	25976		8318	20230804115014
916	Serielle_Schnittstelle	26390		11351	20211116171707
917	Parallele_Schnittstelle	26392		4479	20220908102602
918	Red_Hat	26475		13765	20230327132514
919	Hardware-Erkennung	26518		4172	20220923130902
920	Mobiltelefon	26538		136066	20230725111820
921	Digital_Enhanced_Cordless_Telecommunications	26541		34209	20230617073434
922	BSD-Lizenz	26548		12491	20210521061840
923	MPEG-2	26578		9567	20220321234600
924	DNA-Sequenzanalyse	26612		4063	20221213132838
925	Bioinformatik	26616		10734	20230725203726
926	IrfanView	26692		9638	20220113003335
927	Dynamische_Programmierung	26699		3757	20230706195323
928	Einfach_verkettete_Liste	26700		123	20200615174341
929	Liste_(Datenstruktur)	26702		12554	20230909223215
930	Doppelt_verkettete_Liste	26716		130	20200615174238
931	Rollen-Taste	26758		6464	20230810122947
932	Künstliches_neuronales_Netz	26775		44379	20230805120800
933	Trip-Hop	26803		5713	20221210120050
934	BerliOS	26895		6124	20230725180544
